filename,year,variable,values,num_missing,num_total,prop_missing
Minneapolis_11062009_PRBoardDistrict1.csv,2009,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,"[1031.296      1056.856      1536.156      1093.203       593.282
  985.356       601.276      1358.39        583.338       473.298
  431.734       236.39       1426.355      1000.632      1371.237
  468.356       491.63        279.303       388.44        405.3
  562.695       746.397       197.6         586.484       187.329
  418.038      2096.576       781.56        474.35065361  614.256
  540.362       524.544      1320.684       225.108      1060.276
  783.67941645  239.27010398  844.254       491.80713007 1069.5
  918.384      1684.388       496.22943744]",5,43,0.11627906976744186
Minneapolis_11062009_PRBoardDistrict1.csv,2009,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,"[ 7.1  5.4  3.7  7.5  4.8 13.1  5.8  6.7  7.5  9.7  9.9 24.4  7.   4.5
 10.   2.2  7.4 10.   7.5  8.9 20.3 12.9  9.7 12.7  8.8 11.   3.6  3.6
  nan 15.5 17.1  7.7  6.3  7.1  7.1  nan  nan 18.9  nan 10.6  8.2  4.3
  nan]",5,43,0.11627906976744186
Minneapolis_11062009_PRBoardDistrict1.csv,2009,Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),"[47933. 42396. 72663. 89044. 47480. 46875. 42591. 38328. 42238. 48175.
 40824. 42733. 56961. 71185. 56549. 54313. 37917. 35903. 51023. 34688.
 36622. 56017. 36119. 58941. 43032. 41250. 51859. 36875.    nan 13507.
 20129. 47917. 68618. 15598. 25640.    nan    nan 15919.    nan 24500.
 51033. 64375.    nan]",5,43,0.11627906976744186
Minneapolis_11062009_PRBoardDistrict1.csv,2009,Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"[1499.         1350.         1895.         1467.         1118.
 1634.         1258.         4373.         1604.         1915.
 1093.         1000.         2700.         1632.         2612.
 1401.         1678.         1331.         1006.         1650.
 1687.         2462.         1180.         1352.         1253.
 1252.         2626.         1323.         1150.28207803 3535.
  851.          836.         1477.         1148.         2067.
 1900.39242234  580.22079304 4059.         1192.61336157 2639.
 1226.         2407.         1203.33728673]",5,43,0.11627906976744186
Oakland_11062012_SchoolDirectorDistrict1.csv,2012,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),"[215293. 222177. 255641. 171353. 235045. 106694.  84197. 262437.  56498.
  58249.  76879.  82269. 112499.  76368.  55809. 191721.  81220.  74836.
 346328.  72161.  81146.  58692. 194525. 126104. 101665.  72831.  40094.
 162416. 236086.  54787.  77173. 224828. 168363. 115715.  98485. 100091.
  84947.  62031.  59902.     nan]",1,40,0.025
Oakland_11062012_SchoolDirectorDistrict1.csv,2012,Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),"[168681. 171705. 154934. 125250. 176406.  89347.  57482. 172500.  42292.
  37454.  62617.  73837.  54750.  55379.  36782. 150391.  57333.  57639.
 224531.  59018.  72059.  41023. 134531.  71618.  68403.  56401.  30023.
 126278. 188241.  38403.  60089. 165625. 135318.  98824.  76897.  74554.
  56833.  40431.  32500.     nan]",1,40,0.025
LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR.csv,2019,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,"[ 52.         494.         300.         651.63588814 133.
 478.         496.87356628 482.         506.29388152 409.
 787.        ]",3,11,0.2727272727272727
LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR.csv,2019,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,"[  0.         266.         134.         334.61485713  99.
  14.         255.14444557 246.         259.98177497 222.
 440.        ]",3,11,0.2727272727272727
Minneapolis_11062009_Ward2CityCouncil.csv,2009,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,"[1056.856      1358.39        418.038      2096.576       781.56
  337.63227361  614.256       540.362       225.108       170.30715273
  844.254       350.05740634 1069.5         918.384      1684.388
  920.832       424.672       232.7641533   385.28      ]",4,19,0.21052631578947367
Minneapolis_11062009_Ward2CityCouncil.csv,2009,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,"[ 5.4  6.7 11.   3.6  3.6  nan 15.5 17.1  7.1  nan 18.9  nan 10.6  8.2
  4.3 12.9 23.1  nan 12. ]",4,19,0.21052631578947367
Minneapolis_11062009_Ward2CityCouncil.csv,2009,Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),"[42396. 38328. 41250. 51859. 36875.    nan 13507. 20129. 15598.    nan
 15919.    nan 24500. 51033. 64375. 16171. 19434.    nan 37038.]",4,19,0.21052631578947367
Minneapolis_11062009_Ward2CityCouncil.csv,2009,Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"[1350.         4373.         1252.         2626.         1323.
  961.4901762  3535.          851.         1148.          484.9911193
 4059.          996.87376954 2639.         1226.         2407.
 1722.         1388.          662.85264846  788.        ]",4,19,0.21052631578947367
Oakland_11062018_CityCouncilDistrict2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,"[1668.          637.          325.         1677.          302.
 1586.         1540.          423.         1382.         1460.44640712
 1512.         1562.         1677.          145.         1411.
  900.          472.         2231.          656.         2032.
 2170.         1517.07453492  741.         1909.         1557.
  512.          495.         1409.         1030.          569.
  473.         2034.        ]",2,32,0.0625
Oakland_11062018_CityCouncilDistrict2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,"[ 621.          332.          105.          365.          104.
  533.          786.          181.          265.          592.40748641
  824.          504.          772.           42.          543.
  288.           83.         1521.          192.          773.
 1390.          615.3778102   172.         1150.          824.
  191.          127.          655.          378.          186.
   71.          966.        ]",2,32,0.0625
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,2018,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,"[ 9.4  1.3  3.5  5.1  2.6  4.7  1.6  2.7  1.9  3.1  4.8  2.5  1.9  2.7
 12.3  0.5  4.   0.5  nan  1.8  0.   4.2  3.4  6.5  4.9  3.7  3.5  3.7
  1.3  3.6  6.6  1.3 10.6  2.7  1.9  4.8  1.9  3.6]",1,38,0.02631578947368421
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,2018,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),"[157071. 128285. 121478. 202138. 189007. 141200. 157702. 202486. 264264.
 282307. 296759. 219392. 266573. 259448.  72953. 132574. 171880. 192613.
     nan 188371. 251341. 100750. 191155. 125185. 184240. 148809. 263713.
 226678. 184801. 231259. 253369. 212473.  86376. 235188. 327820. 132223.
 221499. 184252.]",1,38,0.02631578947368421
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,2018,Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),"[124942.  84625.  81944. 136250. 156683. 101475. 117989. 137250. 194412.
 151895. 190208. 170792. 182368. 205750.  51788. 108198. 121523. 141544.
     nan 133708. 151453.  62414. 148816.  90391. 155900.  93646. 202176.
 200759. 164167. 193631. 162286. 157240.  34537. 199444. 198000. 101375.
 144559. 130625.]",1,38,0.02631578947368421
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,"[1835.42613381  964.         1279.         1226.70944769  408.
  881.63944006 1033.          568.          771.35720942  845.
 1166.          972.75111472  939.151108    521.          818.97439686
  996.66277594 1056.85419901  924.72165726   73.         1066.
  858.9645889   801.65905597  637.         1363.          521.
  764.          607.          563.          477.          396.
  575.          450.         1041.          636.          443.
 2249.         2449.         1247.        ]",12,38,0.3157894736842105
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,"[722.0239021  256.         303.         482.56561561 200.
 346.8212297  470.         178.         303.4381673  224.
 301.         382.66293733 369.44529402 185.         322.16991948
 392.06935834 415.74759053 363.76900548   6.         346.
 337.90134771 315.35837323 149.         339.         227.
 340.         257.         271.         308.         214.
 247.         232.         523.         396.         114.
 595.         798.         507.        ]",12,38,0.3157894736842105
SantaFe_03062018_CityCouncilDistrict2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,"[665.         171.         441.         613.57738582 141.
 486.         257.         276.         224.         100.
  23.          84.         103.         108.         235.
  58.        ]",1,16,0.0625
SantaFe_03062018_CityCouncilDistrict2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,"[634.         132.         185.         400.85018878  71.
 324.         139.         139.          71.          45.
   8.          38.          24.          44.          74.
   2.        ]",1,16,0.0625
Maine_06122018_DemocraticPrimaryforCD2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,"[ 39.          49.          42.          52.          52.
 112.          97.          60.          66.          35.
  70.         131.         341.         123.         261.
  95.          80.          36.          93.         477.
  68.          83.         157.          82.          60.
  65.          99.          41.         117.         236.
 148.          96.          85.          65.          34.
  28.         102.          26.         510.          40.
 156.          23.         125.          20.          21.
 101.          28.         206.         259.         150.
  32.          58.          28.         185.           6.
 129.          29.          28.         197.          10.
   9.          13.          17.         115.          31.
 272.          29.          14.          16.          23.
  46.          44.         237.         123.          16.
   2.          30.          83.           2.          63.
 104.         131.          43.          54.         246.
 510.          37.          25.           3.         124.
 467.          71.          58.          14.         200.
  71.          48.          86.          99.         192.
  44.         148.          47.         162.          53.
  53.         263.          81.          43.           8.
 108.          11.           0.         198.57489746 109.
   8.          59.          29.          63.          20.
 107.11595759 108.78882759 106.          34.          96.
  24.          14.         171.39075986  33.          61.
  76.          37.          47.          27.          30.
  34.          34.         106.          28.         127.
  52.         165.98007093  47.          31.          72.
  41.          49.          79.67043405  82.          19.
  71.          46.          66.          93.         163.9935378
  37.          30.         156.38720699  55.          86.
  75.          42.          30.          40.          30.
 191.30836837   0.          59.          74.          74.
  25.         325.          29.         107.           0.
   0.          42.         155.          33.          19.
  90.          10.         193.86995057  97.          13.
 109.          12.           9.          77.         212.27152064
 122.           5.         162.79116248  73.9199434   82.
  27.          52.          32.          51.         472.
 126.          37.         211.         138.          94.
  22.         114.          35.          58.          93.
 191.         136.         103.43041585 102.46328788  44.
 140.67791209  85.         164.69927983 186.89094601]",18,219,0.0821917808219178
Maine_06122018_DemocraticPrimaryforCD2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,"[ 18.          14.           0.          24.          28.
  36.          30.           5.          15.          13.
  29.          57.         101.          31.          65.
  11.          40.           4.          23.          96.
  15.          54.          74.          42.          23.
  20.          22.          21.          27.         134.
  84.          35.          38.          18.          21.
  15.          60.          10.         397.          21.
 107.          14.          87.          18.          11.
  47.           4.         147.         114.          81.
   0.          37.           0.          54.           6.
   9.          12.           0.          93.           0.
   7.           5.          16.           7.           0.
 253.           7.           7.          14.          13.
   8.          34.          71.          37.          13.
   2.           6.          23.           0.          33.
  70.         111.          17.          28.         124.
 357.           9.          20.           0.          50.
 176.          14.          19.           5.          39.
  22.           8.           6.          99.          51.
  12.          83.          35.          44.          17.
   8.         218.          49.          21.           5.
  70.           8.           0.          89.05130757  81.
   0.          26.          14.           0.           0.
  48.03636415  48.78656603  65.          24.          12.
  24.           3.          76.86052702  11.          29.
  57.          18.           8.           9.          22.
  21.          22.          45.          14.          69.
   0.          74.43409281  40.           0.          40.
  41.          16.          35.72836455  18.           9.
  20.           0.          11.          57.          73.54322808
  17.          13.          70.1321539   36.          60.
  16.          18.          17.           0.           0.
  85.79261815   0.           0.          33.          47.
   8.          64.           0.          86.           0.
   0.          32.         114.          19.           8.
  36.           6.          86.94136478  54.           7.
  72.           0.           4.          12.          95.19358546
  37.           0.          73.00402047  33.14954558  64.
   0.          14.          23.          37.         166.
  34.          19.           0.         133.          49.
  13.          32.           0.          53.          24.
 142.          90.          46.38357563  45.94986517   7.
  63.08728937  16.          73.85971949  83.81161631]",18,219,0.0821917808219178
Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2.csv,2020,Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),"[ 82656.  38326.  59500.  73750.  42245.  46936.  94042.  75547.  53925.
  61711.  67983.  79652.  65104.  97260.  61310.  67431.  56295.  44091.
  57847.  49643.  41438.  58158.  46836.  41815.  57730.  66389.  61042.
  54528.  42663.  41862.  54338.  85500.  46250.  52986.  48902.  56719.
  58750.  41563.  74663.  56563.  86721.  54135.  70430.  40642.  44531.
  58125.  50566.  43281.  54938.  57659.  57037.  56696.  61172.  61250.
  62917.  62619.  60350.  60357.  76958.  67045.  41106.  53801.  59505.
  89273.  92337.  70536.  24977.  74034.  62500.  63636.  69091.  47625.
  26171.  39659.  58032.  81375.  50205.  76799. 100344.  72935.  69113.
  69149.  58643.  83305.  73750.  77018.  93131.  71385.  66938.  66793.
  61154.  83569.  61357.  67127.  63100.  70958.  46146.  55417.  54052.
  32483.  41080.  55057. 105417.  79306.  50319.  54238.  59625.  46072.
  73906.  49250.  58660.  51500.  45345.  53269.  39650.  89150.  23851.
  68913.  45819.  69891.  92656.  63750.  40875.  53403.  56522.  51117.
  67167.  85809.  62444.  76230.  61081.  65234.  35742.  56691.  67692.
  39611.  54688.  43892.  63454.  47102.  55865.  55000.  44808.  26684.
  61291.  83381.  77279.     nan  53261.  45824.  96563.  53462.  47851.
  47206.  54375.  56154.  52188.  47303.  59688.  50625.  46680.  41591.
  63438.  34774.  42540.  55031.  48611.  51897.  77634.  41500.  44167.
  47065.  52026.  71413.  44279.  56597.  67269.  69861.  81691.  72596.
  75360.  83681.  94645.  64375.  44593.  62188.  35714.  54432.  56181.
  87637.  68209.  39597.  48712.  91635.  52237.  55839.  45856.  45250.
  54483.  56800.  54663.  44919.  62935.  57625.  54821.  45724.  41500.
  80444.  71038.  59722.  42063.  76892.  81432.  69730.  66719.  70164.
  81307. 101136.  62734.  46017.  76250.  50578.  53824.  66000.  76587.
  49938.  78828.  57881.  62250.  98472.  55020.  69297.  48071.  54012.]",1,234,0.004273504273504274
Maine_11062018_CongressionalDistrict2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,"[ 39.          49.          42.          52.          52.
 112.          97.          60.          66.          35.
  70.         131.         341.         123.         261.
  95.          80.          36.          93.         477.
  68.          83.         157.          82.          60.
  65.          99.          41.         117.         236.
 148.          96.          85.          65.          34.
  28.         102.          26.         510.          40.
 156.          23.         125.          20.          21.
 101.          28.         206.         259.         150.
  32.          58.          28.         185.           6.
 129.          29.          28.         197.          10.
   9.          13.          17.         115.          31.
 272.          29.          14.          16.          23.
  46.          44.         237.         123.          16.
   2.          30.          83.           2.          63.
 104.         131.          43.          54.         246.
 510.          37.          25.           3.         124.
 467.          71.          58.          14.         200.
  71.          48.          86.          99.         192.
  44.         148.          47.         162.          53.
  53.         263.          81.          43.           8.
 108.          11.           0.         198.57489746 109.
   8.          59.          29.          63.          20.
 107.11595759 108.78882759 106.          34.          96.
  24.          14.         171.39075986  33.          61.
  76.          37.          47.          27.          30.
  34.          34.         106.          28.         127.
  52.         165.98007093  47.          31.          72.
  41.          49.          79.67043405  82.          19.
  71.          46.          66.          93.         163.9935378
  37.          30.         156.38720699  55.          86.
  75.          42.          30.          40.          30.
 191.30836837   0.          59.          74.          74.
  25.         325.          29.         107.           0.
   0.          42.         155.          33.          19.
  90.          10.         193.86995057  97.          13.
 109.          12.           9.          77.         212.27152064
 122.           5.         162.79116248  73.9199434   82.
  27.          52.          32.          51.         472.
 126.          37.         211.         138.          94.
  22.         114.          35.          58.          93.
 191.         136.         103.43041585 102.46328788  44.
 140.67791209  85.         164.69927983 186.89094601]",18,219,0.0821917808219178
Maine_11062018_CongressionalDistrict2.csv,2018,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,"[ 18.          14.           0.          24.          28.
  36.          30.           5.          15.          13.
  29.          57.         101.          31.          65.
  11.          40.           4.          23.          96.
  15.          54.          74.          42.          23.
  20.          22.          21.          27.         134.
  84.          35.          38.          18.          21.
  15.          60.          10.         397.          21.
 107.          14.          87.          18.          11.
  47.           4.         147.         114.          81.
   0.          37.           0.          54.           6.
   9.          12.           0.          93.           0.
   7.           5.          16.           7.           0.
 253.           7.           7.          14.          13.
   8.          34.          71.          37.          13.
   2.           6.          23.           0.          33.
  70.         111.          17.          28.         124.
 357.           9.          20.           0.          50.
 176.          14.          19.           5.          39.
  22.           8.           6.          99.          51.
  12.          83.          35.          44.          17.
   8.         218.          49.          21.           5.
  70.           8.           0.          89.05130757  81.
   0.          26.          14.           0.           0.
  48.03636415  48.78656603  65.          24.          12.
  24.           3.          76.86052702  11.          29.
  57.          18.           8.           9.          22.
  21.          22.          45.          14.          69.
   0.          74.43409281  40.           0.          40.
  41.          16.          35.72836455  18.           9.
  20.           0.          11.          57.          73.54322808
  17.          13.          70.1321539   36.          60.
  16.          18.          17.           0.           0.
  85.79261815   0.           0.          33.          47.
   8.          64.           0.          86.           0.
   0.          32.         114.          19.           8.
  36.           6.          86.94136478  54.           7.
  72.           0.           4.          12.          95.19358546
  37.           0.          73.00402047  33.14954558  64.
   0.          14.          23.          37.         166.
  34.          19.           0.         133.          49.
  13.          32.           0.          53.          24.
 142.          90.          46.38357563  45.94986517   7.
  63.08728937  16.          73.85971949  83.81161631]",18,219,0.0821917808219178
Maine_11082022_CongressionalDistrict2.csv,2022,Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),"[ 82656.  38326.  59500.  73750.  42245.  46936.  94042.  75547.  53925.
  61711.  67983.  79652.  65104.  97260.  61310.  67431.  56295.  44091.
  57847.  49643.  41438.  58158.  46836.  41815.  57730.  66389.  61042.
  54528.  42663.  41862.  54338.  85500.  46250.  52986.  48902.  56719.
  58750.  41563.  74663.  56563.  86721.  54135.  70430.  46436.  90739.
  40642.  44531.  58125.  50566.  43281.  64118.  54938.  57659.  57037.
  56696.  61172.  61250.  62917.  62619.  60350.  60357.  76958.  67045.
  41106.  53801.  59505.  89273.  92337.  70536.  24977.  74034.  62500.
  63636.  69091.  47625.  26171.  39659.  58032.  81375.  50205.  76799.
 100344.  72935.  69113.  69149.  58643.  83305.  73750.  77018.  93131.
  71385.  66938.  92470.  66793.  61154.  83569.  61357.  67127.  63100.
  70958.  46146.  55417.  54052.  32483.  41080.  55057. 105417.  79306.
  50319.  54238.  59625.  46072.  73906.  49250.  58660.  51500.  45345.
  53269.  39650.  89150.  23851.  68913.  45819.  69891.  74844.  92656.
  63750.  40875.  53403.  56522.  51117.  67167.  85809.  62444.  76230.
  61081.  65234.  35742.  56691.  67692.  39611.  54688.  43892.  63454.
  47102.  55865.  55000.  44808.  26684.  61291.  83381.  77279.     nan
  53261.  45824.  96563.  53462.  47851.  47206.  54375.  56154.  52188.
  47303.  59688.  50625.  46680.  41591.  63438.  34774.  42540.  55031.
  48611.  51897.  77634.  41500.  44167.  47065.  52026.  71413.  44279.
  56597.  50781.  67269.  69861.  81691.  32448.  72596.  42481.  75360.
  83681.  53696.  94645.  64375.  62990.  44593.  62188.  35714.  54432.
  56181.  55798.  87637.  74038.  68209.  39597.  48712.  91635.  52237.
  55839.  45856.  45250.  54483.  56800.  54663.  44919.  62935.  57625.
  54821.  45724.  41500.  80444.  71038.  59722.  42063.  81432.  69730.
  66719.  70164.  81307. 101136.  62734.  46017.  76250.  50578.  53824.
  66000.  76587.  49938.  78828.  57881.  62250.  98472.  55020.  69297.
  47907.  48071.  54012.  73378.]",1,247,0.004048582995951417
PierceCounty_11042008_CountyCouncilDistrict2.csv,2008,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,"[ 722.733       788.83428941  850.43292796  387.513849   1204.89061102
 1136.58        635.103       998.85378551  948.736       294.712
  267.08        134.134      1135.99040971  686.576       430.652
  372.11418937  654.15        292.4         958.146       896.07
  622.469       374.374       318.28        442.47470323  139.52622655
  561.29104268  406.861       689.52       1061.51446956 1022.31
 1073.37        480.626       553.85672424  853.75182013  779.52
  381.15        193.248     ]",13,37,0.35135135135135137
PierceCounty_11042008_CountyCouncilDistrict2.csv,2008,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,"[ 7.7  nan  nan  nan  nan  6.9  7.5  nan  4.8 13.   6.9 26.6  nan 12.7
  7.2  nan 13.1  9.7  6.1  8.6  3.1 13.2  7.5  nan  nan  nan  6.9  7.9
  nan  7.4  4.1  8.7  nan  nan  8.8 11.6  4.7]",13,37,0.35135135135135137
PierceCounty_11042008_CountyCouncilDistrict2.csv,2008,Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),"[ 60530.     nan     nan     nan     nan  78438.  68058.     nan  60417.
  40000.  56734.  32014.     nan  43278.  57422.     nan  55000.  47772.
  71563.  48100.  54678.  43148.  41538.     nan     nan     nan  41977.
  63704.     nan  87794. 104550.  65804.     nan     nan  57188.  46971.
  53091.]",13,37,0.35135135135135137
